image,label
images/18353.jpg,cedrus_atlantica
images/18354.jpg,chionanthus_virginicus
images/18355.jpg,acer_griseum
images/18356.jpg,pinus_cembra
images/18357.jpg,acer_saccharinum
images/18358.jpg,albizia_julibrissin
images/18359.jpg,cedrus_atlantica
images/18360.jpg,chamaecyparis_pisifera
images/18361.jpg,zelkova_serrata
images/18362.jpg,cryptomeria_japonica
images/18363.jpg,quercus_montana
images/18364.jpg,cedrus_atlantica
images/18365.jpg,abies_concolor
images/18366.jpg,quercus_velutina
images/18367.jpg,pinus_nigra
images/18368.jpg,chamaecyparis_thyoides
images/18369.jpg,prunus_virginiana
images/18370.jpg,prunus_virginiana
images/18371.jpg,juniperus_virginiana
images/18372.jpg,chamaecyparis_pisifera
images/18373.jpg,quercus_palustris
images/18374.jpg,magnolia_macrophylla
images/18375.jpg,chionanthus_virginicus
images/18376.jpg,acer_saccharinum
images/18377.jpg,acer_griseum
images/18378.jpg,cedrus_atlantica
images/18379.jpg,cryptomeria_japonica
images/18380.jpg,pinus_cembra
images/18381.jpg,acer_griseum
images/18382.jpg,crataegus_phaenopyrum
images/18383.jpg,carya_tomentosa
images/18384.jpg,quercus_velutina
images/18385.jpg,gleditsia_triacanthos
images/18386.jpg,quercus_palustris
images/18387.jpg,chionanthus_virginicus
images/18388.jpg,prunus_virginiana
images/18389.jpg,acer_griseum
images/18390.jpg,juniperus_virginiana
images/18391.jpg,picea_pungens
images/18392.jpg,picea_pungens
images/18393.jpg,prunus_virginiana
images/18394.jpg,juniperus_virginiana
images/18395.jpg,zelkova_serrata
images/18396.jpg,pinus_parviflora
images/18397.jpg,juniperus_virginiana
images/18398.jpg,ulmus_pumila
images/18399.jpg,koelreuteria_paniculata
images/18400.jpg,quercus_cerris
images/18401.jpg,pinus_nigra
images/18402.jpg,chionanthus_virginicus
images/18403.jpg,maclura_pomifera
images/18404.jpg,prunus_virginiana
images/18405.jpg,albizia_julibrissin
images/18406.jpg,pinus_pungens
images/18407.jpg,staphylea_trifolia
images/18408.jpg,chionanthus_virginicus
images/18409.jpg,robinia_pseudo-acacia
images/18410.jpg,quercus_velutina
images/18411.jpg,cedrus_atlantica
images/18412.jpg,cedrus_atlantica
images/18413.jpg,chionanthus_virginicus
images/18414.jpg,prunus_virginiana
images/18415.jpg,juniperus_virginiana
images/18416.jpg,prunus_virginiana
images/18417.jpg,prunus_virginiana
images/18418.jpg,zelkova_serrata
images/18419.jpg,pinus_parviflora
images/18420.jpg,prunus_virginiana
images/18421.jpg,stewartia_pseudocamellia
images/18422.jpg,zelkova_serrata
images/18423.jpg,chionanthus_virginicus
images/18424.jpg,abies_nordmanniana
images/18425.jpg,quercus_montana
images/18426.jpg,maclura_pomifera
images/18427.jpg,carya_tomentosa
images/18428.jpg,chamaecyparis_pisifera
images/18429.jpg,juniperus_virginiana
images/18430.jpg,zelkova_serrata
images/18431.jpg,quercus_michauxii
images/18432.jpg,pseudolarix_amabilis
images/18433.jpg,juniperus_virginiana
images/18434.jpg,pinus_pungens
images/18435.jpg,quercus_nigra
images/18436.jpg,staphylea_trifolia
images/18437.jpg,tsuga_canadensis
images/18438.jpg,quercus_montana
images/18439.jpg,pinus_nigra
images/18440.jpg,chionanthus_virginicus
images/18441.jpg,pinus_parviflora
images/18442.jpg,pinus_pungens
images/18443.jpg,koelreuteria_paniculata
images/18444.jpg,ficus_carica
images/18445.jpg,prunus_virginiana
images/18446.jpg,acer_negundo
images/18447.jpg,prunus_virginiana
images/18448.jpg,juniperus_virginiana
images/18449.jpg,picea_pungens
images/18450.jpg,zelkova_serrata
images/18451.jpg,quercus_velutina
images/18452.jpg,albizia_julibrissin
images/18453.jpg,pinus_bungeana
images/18454.jpg,prunus_virginiana
images/18455.jpg,quercus_cerris
images/18456.jpg,cedrus_atlantica
images/18457.jpg,cedrus_atlantica
images/18458.jpg,quercus_velutina
images/18459.jpg,zelkova_serrata
images/18460.jpg,ilex_opaca
images/18461.jpg,pinus_virginiana
images/18462.jpg,chionanthus_virginicus
images/18463.jpg,magnolia_virginiana
images/18464.jpg,quercus_velutina
images/18465.jpg,acer_griseum
images/18466.jpg,prunus_virginiana
images/18467.jpg,albizia_julibrissin
images/18468.jpg,crataegus_pruinosa
images/18469.jpg,quercus_velutina
images/18470.jpg,zelkova_serrata
images/18471.jpg,acer_griseum
images/18472.jpg,albizia_julibrissin
images/18473.jpg,quercus_velutina
images/18474.jpg,quercus_nigra
images/18475.jpg,stewartia_pseudocamellia
images/18476.jpg,chionanthus_virginicus
images/18477.jpg,prunus_virginiana
images/18478.jpg,robinia_pseudo-acacia
images/18479.jpg,magnolia_macrophylla
images/18480.jpg,pinus_pungens
images/18481.jpg,juniperus_virginiana
images/18482.jpg,prunus_virginiana
images/18483.jpg,salix_nigra
images/18484.jpg,prunus_virginiana
images/18485.jpg,diospyros_virginiana
images/18486.jpg,robinia_pseudo-acacia
images/18487.jpg,prunus_virginiana
images/18488.jpg,zelkova_serrata
images/18489.jpg,quercus_velutina
images/18490.jpg,chionanthus_virginicus
images/18491.jpg,salix_nigra
images/18492.jpg,acer_griseum
images/18493.jpg,picea_pungens
images/18494.jpg,pinus_densiflora
images/18495.jpg,acer_griseum
images/18496.jpg,chionanthus_virginicus
images/18497.jpg,juniperus_virginiana
images/18498.jpg,chionanthus_virginicus
images/18499.jpg,cedrus_atlantica
images/18500.jpg,pinus_parviflora
images/18501.jpg,magnolia_macrophylla
images/18502.jpg,magnolia_macrophylla
images/18503.jpg,ficus_carica
images/18504.jpg,carya_tomentosa
images/18505.jpg,staphylea_trifolia
images/18506.jpg,albizia_julibrissin
images/18507.jpg,gymnocladus_dioicus
images/18508.jpg,tsuga_canadensis
images/18509.jpg,quercus_velutina
images/18510.jpg,liriodendron_tulipifera
images/18511.jpg,quercus_montana
images/18512.jpg,chionanthus_virginicus
images/18513.jpg,prunus_virginiana
images/18514.jpg,malus_floribunda
images/18515.jpg,maclura_pomifera
images/18516.jpg,juniperus_virginiana
images/18517.jpg,salix_caroliniana
images/18518.jpg,acer_rubrum
images/18519.jpg,quercus_montana
images/18520.jpg,albizia_julibrissin
images/18521.jpg,quercus_alba
images/18522.jpg,carya_tomentosa
images/18523.jpg,maclura_pomifera
images/18524.jpg,chionanthus_virginicus
images/18525.jpg,chamaecyparis_thyoides
images/18526.jpg,cornus_mas
images/18527.jpg,pinus_cembra
images/18528.jpg,prunus_virginiana
images/18529.jpg,acer_griseum
images/18530.jpg,pinus_cembra
images/18531.jpg,maclura_pomifera
images/18532.jpg,taxodium_distichum
images/18533.jpg,juniperus_virginiana
images/18534.jpg,taxodium_distichum
images/18535.jpg,quercus_michauxii
images/18536.jpg,tsuga_canadensis
images/18537.jpg,pinus_parviflora
images/18538.jpg,albizia_julibrissin
images/18539.jpg,prunus_virginiana
images/18540.jpg,pinus_nigra
images/18541.jpg,pinus_cembra
images/18542.jpg,quercus_cerris
images/18543.jpg,chionanthus_virginicus
images/18544.jpg,crataegus_crus-galli
images/18545.jpg,cedrus_atlantica
images/18546.jpg,albizia_julibrissin
images/18547.jpg,quercus_cerris
images/18548.jpg,pinus_virginiana
images/18549.jpg,pinus_pungens
images/18550.jpg,acer_griseum
images/18551.jpg,carya_tomentosa
images/18552.jpg,chionanthus_virginicus
images/18553.jpg,crataegus_phaenopyrum
images/18554.jpg,zelkova_serrata
images/18555.jpg,chionanthus_virginicus
images/18556.jpg,stewartia_pseudocamellia
images/18557.jpg,juniperus_virginiana
images/18558.jpg,pinus_virginiana
images/18559.jpg,quercus_velutina
images/18560.jpg,zelkova_serrata
images/18561.jpg,quercus_velutina
images/18562.jpg,cedrus_atlantica
images/18563.jpg,zelkova_serrata
images/18564.jpg,chionanthus_virginicus
images/18565.jpg,chamaecyparis_pisifera
images/18566.jpg,albizia_julibrissin
images/18567.jpg,koelreuteria_paniculata
images/18568.jpg,cryptomeria_japonica
images/18569.jpg,pinus_parviflora
images/18570.jpg,staphylea_trifolia
images/18571.jpg,prunus_virginiana
images/18572.jpg,chionanthus_virginicus
images/18573.jpg,prunus_virginiana
images/18574.jpg,pinus_pungens
images/18575.jpg,acer_palmatum
images/18576.jpg,pinus_sylvestris
images/18577.jpg,albizia_julibrissin
images/18578.jpg,pinus_virginiana
images/18579.jpg,pinus_bungeana
images/18580.jpg,zelkova_serrata
images/18581.jpg,quercus_cerris
images/18582.jpg,pinus_parviflora
images/18583.jpg,picea_pungens
images/18584.jpg,albizia_julibrissin
images/18585.jpg,quercus_montana
images/18586.jpg,ulmus_parvifolia
images/18587.jpg,staphylea_trifolia
images/18588.jpg,staphylea_trifolia
images/18589.jpg,quercus_montana
images/18590.jpg,chionanthus_virginicus
images/18591.jpg,quercus_cerris
images/18592.jpg,chionanthus_virginicus
images/18593.jpg,chionanthus_virginicus
