image,label
images/18353.jpg,quercus_macrocarpa
images/18354.jpg,cladrastis_lutea
images/18355.jpg,quercus_macrocarpa
images/18356.jpg,pinus_parviflora
images/18357.jpg,carya_cordiformis
images/18358.jpg,carya_cordiformis
images/18359.jpg,quercus_macrocarpa
images/18360.jpg,metasequoia_glyptostroboides
images/18361.jpg,quercus_marilandica
images/18362.jpg,ilex_opaca
images/18363.jpg,ptelea_trifoliata
images/18364.jpg,quercus_macrocarpa
images/18365.jpg,quercus_macrocarpa
images/18366.jpg,asimina_triloba
images/18367.jpg,gleditsia_triacanthos
images/18368.jpg,populus_grandidentata
images/18369.jpg,cryptomeria_japonica
images/18370.jpg,quercus_michauxii
images/18371.jpg,chamaecyparis_pisifera
images/18372.jpg,gleditsia_triacanthos
images/18373.jpg,quercus_palustris
images/18374.jpg,celtis_occidentalis
images/18375.jpg,cercis_canadensis
images/18376.jpg,ptelea_trifoliata
images/18377.jpg,cornus_florida
images/18378.jpg,carya_cordiformis
images/18379.jpg,ostrya_virginiana
images/18380.jpg,pinus_rigida
images/18381.jpg,tilia_americana
images/18382.jpg,celtis_occidentalis
images/18383.jpg,acer_negundo
images/18384.jpg,cornus_florida
images/18385.jpg,carya_cordiformis
images/18386.jpg,quercus_phellos
images/18387.jpg,ficus_carica
images/18388.jpg,carya_cordiformis
images/18389.jpg,acer_pensylvanicum
images/18390.jpg,carya_cordiformis
images/18391.jpg,malus_coronaria
images/18392.jpg,abies_concolor
images/18393.jpg,quercus_macrocarpa
images/18394.jpg,quercus_macrocarpa
images/18395.jpg,cornus_florida
images/18396.jpg,pinus_rigida
images/18397.jpg,gleditsia_triacanthos
images/18398.jpg,quercus_montana
images/18399.jpg,carya_cordiformis
images/18400.jpg,cornus_florida
images/18401.jpg,salix_babylonica
images/18402.jpg,liriodendron_tulipifera
images/18403.jpg,liriodendron_tulipifera
images/18404.jpg,cryptomeria_japonica
images/18405.jpg,quercus_macrocarpa
images/18406.jpg,abies_concolor
images/18407.jpg,ptelea_trifoliata
images/18408.jpg,acer_pensylvanicum
images/18409.jpg,liriodendron_tulipifera
images/18410.jpg,acer_saccharum
images/18411.jpg,quercus_macrocarpa
images/18412.jpg,quercus_macrocarpa
images/18413.jpg,quercus_macrocarpa
images/18414.jpg,carya_cordiformis
images/18415.jpg,quercus_macrocarpa
images/18416.jpg,quercus_montana
images/18417.jpg,quercus_macrocarpa
images/18418.jpg,ptelea_trifoliata
images/18419.jpg,diospyros_virginiana
images/18420.jpg,populus_tremuloides
images/18421.jpg,quercus_marilandica
images/18422.jpg,celtis_occidentalis
images/18423.jpg,quercus_montana
images/18424.jpg,abies_concolor
images/18425.jpg,tilia_americana
images/18426.jpg,liriodendron_tulipifera
images/18427.jpg,acer_pensylvanicum
images/18428.jpg,gleditsia_triacanthos
images/18429.jpg,carya_cordiformis
images/18430.jpg,celtis_occidentalis
images/18431.jpg,liriodendron_tulipifera
images/18432.jpg,pinus_peucea
images/18433.jpg,cryptomeria_japonica
images/18434.jpg,malus_coronaria
images/18435.jpg,quercus_marilandica
images/18436.jpg,ptelea_trifoliata
images/18437.jpg,malus_coronaria
images/18438.jpg,quercus_montana
images/18439.jpg,gleditsia_triacanthos
images/18440.jpg,acer_saccharum
images/18441.jpg,pinus_rigida
images/18442.jpg,malus_coronaria
images/18443.jpg,quercus_macrocarpa
images/18444.jpg,liriodendron_tulipifera
images/18445.jpg,quercus_macrocarpa
images/18446.jpg,acer_negundo
images/18447.jpg,quercus_macrocarpa
images/18448.jpg,carya_cordiformis
images/18449.jpg,abies_concolor
images/18450.jpg,cornus_florida
images/18451.jpg,liriodendron_tulipifera
images/18452.jpg,staphylea_trifolia
images/18453.jpg,salix_babylonica
images/18454.jpg,quercus_macrocarpa
images/18455.jpg,fraxinus_nigra
images/18456.jpg,carya_cordiformis
images/18457.jpg,quercus_macrocarpa
images/18458.jpg,liriodendron_tulipifera
images/18459.jpg,celtis_occidentalis
images/18460.jpg,diospyros_virginiana
images/18461.jpg,malus_coronaria
images/18462.jpg,liriodendron_tulipifera
images/18463.jpg,acer_pensylvanicum
images/18464.jpg,quercus_macrocarpa
images/18465.jpg,quercus_marilandica
images/18466.jpg,salix_babylonica
images/18467.jpg,carya_cordiformis
images/18468.jpg,prunus_subhirtella
images/18469.jpg,carya_cordiformis
images/18470.jpg,celtis_occidentalis
images/18471.jpg,catalpa_bignonioides
images/18472.jpg,carya_cordiformis
images/18473.jpg,liriodendron_tulipifera
images/18474.jpg,malus_coronaria
images/18475.jpg,cornus_florida
images/18476.jpg,quercus_macrocarpa
images/18477.jpg,acer_negundo
images/18478.jpg,ptelea_trifoliata
images/18479.jpg,asimina_triloba
images/18480.jpg,abies_concolor
images/18481.jpg,gleditsia_triacanthos
images/18482.jpg,populus_tremuloides
images/18483.jpg,betula_nigra
images/18484.jpg,quercus_macrocarpa
images/18485.jpg,celtis_occidentalis
images/18486.jpg,carya_cordiformis
images/18487.jpg,taxodium_distichum
images/18488.jpg,cornus_florida
images/18489.jpg,quercus_macrocarpa
images/18490.jpg,cladrastis_lutea
images/18491.jpg,ulmus_parvifolia
images/18492.jpg,cornus_florida
images/18493.jpg,abies_concolor
images/18494.jpg,pinus_rigida
images/18495.jpg,quercus_marilandica
images/18496.jpg,acer_saccharum
images/18497.jpg,ptelea_trifoliata
images/18498.jpg,liriodendron_tulipifera
images/18499.jpg,carya_cordiformis
images/18500.jpg,maclura_pomifera
images/18501.jpg,celtis_occidentalis
images/18502.jpg,acer_saccharum
images/18503.jpg,quercus_macrocarpa
images/18504.jpg,tilia_americana
images/18505.jpg,acer_saccharum
images/18506.jpg,carya_cordiformis
images/18507.jpg,carya_cordiformis
images/18508.jpg,abies_concolor
images/18509.jpg,celtis_occidentalis
images/18510.jpg,liriodendron_tulipifera
images/18511.jpg,tilia_americana
images/18512.jpg,diospyros_virginiana
images/18513.jpg,quercus_macrocarpa
images/18514.jpg,ptelea_trifoliata
images/18515.jpg,liriodendron_tulipifera
images/18516.jpg,carya_tomentosa
images/18517.jpg,ptelea_trifoliata
images/18518.jpg,liriodendron_tulipifera
images/18519.jpg,quercus_montana
images/18520.jpg,carya_cordiformis
images/18521.jpg,quercus_alba
images/18522.jpg,carya_cordiformis
images/18523.jpg,liriodendron_tulipifera
images/18524.jpg,liriodendron_tulipifera
images/18525.jpg,carya_glabra
images/18526.jpg,cornus_florida
images/18527.jpg,pinus_rigida
images/18528.jpg,liriodendron_tulipifera
images/18529.jpg,magnolia_grandiflora
images/18530.jpg,gleditsia_triacanthos
images/18531.jpg,liriodendron_tulipifera
images/18532.jpg,taxodium_distichum
images/18533.jpg,gleditsia_triacanthos
images/18534.jpg,acer_pensylvanicum
images/18535.jpg,cornus_florida
images/18536.jpg,celtis_occidentalis
images/18537.jpg,gleditsia_triacanthos
images/18538.jpg,quercus_macrocarpa
images/18539.jpg,cryptomeria_japonica
images/18540.jpg,gleditsia_triacanthos
images/18541.jpg,pinus_nigra
images/18542.jpg,fraxinus_nigra
images/18543.jpg,liriodendron_tulipifera
images/18544.jpg,quercus_montana
images/18545.jpg,quercus_macrocarpa
images/18546.jpg,quercus_macrocarpa
images/18547.jpg,quercus_macrocarpa
images/18548.jpg,tsuga_canadensis
images/18549.jpg,malus_coronaria
images/18550.jpg,celtis_occidentalis
images/18551.jpg,carya_cordiformis
images/18552.jpg,cercis_canadensis
images/18553.jpg,prunus_subhirtella
images/18554.jpg,ptelea_trifoliata
images/18555.jpg,acer_negundo
images/18556.jpg,quercus_macrocarpa
images/18557.jpg,carya_cordiformis
images/18558.jpg,malus_coronaria
images/18559.jpg,carya_cordiformis
images/18560.jpg,celtis_occidentalis
images/18561.jpg,acer_negundo
images/18562.jpg,quercus_macrocarpa
images/18563.jpg,cornus_florida
images/18564.jpg,staphylea_trifolia
images/18565.jpg,fraxinus_nigra
images/18566.jpg,carya_cordiformis
images/18567.jpg,carya_cordiformis
images/18568.jpg,staphylea_trifolia
images/18569.jpg,koelreuteria_paniculata
images/18570.jpg,staphylea_trifolia
images/18571.jpg,carya_glabra
images/18572.jpg,ptelea_trifoliata
images/18573.jpg,quercus_michauxii
images/18574.jpg,abies_concolor
images/18575.jpg,liriodendron_tulipifera
images/18576.jpg,picea_abies
images/18577.jpg,carya_cordiformis
images/18578.jpg,abies_concolor
images/18579.jpg,ilex_opaca
images/18580.jpg,celtis_occidentalis
images/18581.jpg,chionanthus_retusus
images/18582.jpg,abies_concolor
images/18583.jpg,malus_coronaria
images/18584.jpg,quercus_macrocarpa
images/18585.jpg,ptelea_trifoliata
images/18586.jpg,picea_abies
images/18587.jpg,acer_pensylvanicum
images/18588.jpg,tilia_americana
images/18589.jpg,asimina_triloba
images/18590.jpg,ptelea_trifoliata
images/18591.jpg,malus_pumila
images/18592.jpg,liriodendron_tulipifera
images/18593.jpg,quercus_montana
images/18594.jpg,liriodendron_tulipifera
images/18595.jpg,magnolia_macrophylla
